,ID,0,1,2,3,4,5,6,7
3826,13734,Drama,Thriller,,,,,,
3832,13855,Action,Horror,Mystery,Thriller,,,,
3834,13874,Crime,Drama,,,,,,
3835,13912,Drama,,,,,,,
3840,13940,Drama,,,,,,,
3852,14055,Adventure,Fantasy,,,,,,
3853,14063,Sci-Fi,Thriller,,,,,,
3854,14065,Drama,,,,,,,
3860,14110,Drama,Horror,Thriller,,,,,
3867,14186,Action,Crime,Drama,Romance,,,,
3868,14193,Comedy,Fantasy,Horror,,,,,
3870,14220,Horror,,,,,,,
3872,14251,Drama,Sci-Fi,,,,,,
3878,14304,Action,Drama,Mystery,Sci-Fi,,,,
3888,14430,Family,,,,,,,
3889,14453,Action,Sci-Fi,Thriller,,,,,
3891,14472,Documentary,Biography,,,,,,
3898,14611,Horror,Sci-Fi,,,,,,
3902,14659,Drama,Romance,,,,,,
3904,14685,Biography,Crime,Drama,,,,,
3907,14738,Drama,Mystery,,,,,,
3909,14746,Animation,Adventure,Comedy,Family,Fantasy,,,
3915,14859,Drama,History,Thriller,,,,,
3920,14954,Action,Comedy,Crime,Thriller,,,,
3921,14960,Horror,Thriller,,,,,,
3922,14989,Drama,Sci-Fi,,,,,,
3927,15015,Thriller,,,,,,,
3935,15166,Horror,Thriller,,,,,,
3943,15277,Action,Horror,Sci-Fi,Thriller,,,,
3946,15298,Action,Adventure,War,,,,,
3950,15329,Drama,,,,,,,
3961,15447,Horror,,,,,,,
3963,15473,Horror,Sci-Fi,Thriller,,,,,
3970,15546,Horror,Mystery,Thriller,,,,,
3974,15590,Horror,,,,,,,
3982,15697,Action,Adventure,Biography,Drama,History,Romance,War,
3984,15726,Comedy,Horror,,,,,,
3987,15787,Horror,Sci-Fi,,,,,,
3988,15795,Action,Crime,Thriller,,,,,
3994,15888,Sci-Fi,Thriller,,,,,,
3997,16089,Drama,,,,,,,
3998,16133,Comedy,Romance,Sci-Fi,,,,,
4000,16215,Animation,Adventure,Drama,Family,Musical,,,
4001,16216,Animation,Adventure,Comedy,Family,Fantasy,,,
4002,16217,Action,Adventure,Drama,Sci-Fi,,,,
4004,16219,Animation,Adventure,Comedy,Family,,,,
4005,16220,Action,Adventure,Comedy,Sci-Fi,,,,
4006,16221,Animation,Adventure,Comedy,Family,,,,
4008,16223,Animation,Adventure,Comedy,Family,Fantasy,,,
4009,16224,Animation,Adventure,Comedy,Family,Fantasy,,,
4010,16226,Animation,Adventure,Comedy,Crime,Family,Mystery,,
4011,16229,Action,Adventure,Comedy,Fantasy,Sci-Fi,,,
4012,16230,Adventure,Family,Fantasy,Romance,,,,
4013,16231,Animation,Adventure,Comedy,Drama,Family,Fantasy,,
4014,16234,Animation,Adventure,Comedy,Family,Fantasy,,,
4015,16235,Animation,Action,Adventure,Family,,,,
4016,16236,Action,Adventure,Fantasy,,,,,
4017,16237,Animation,Action,Adventure,Family,Fantasy,Mystery,,
4018,16238,Animation,Action,Adventure,Family,Sci-Fi,,,
4019,16239,Action,Adventure,Fantasy,Sci-Fi,,,,
4020,16241,Action,Adventure,Sci-Fi,,,,,
4021,16242,Animation,Adventure,Comedy,Family,Fantasy,,,
4023,16244,Animation,Adventure,Comedy,Family,Fantasy,Musical,,
4025,16246,Action,Adventure,Sci-Fi,,,,,
4028,16249,Action,Adventure,Comedy,Sci-Fi,,,,
4029,16250,Animation,Adventure,Comedy,Family,Fantasy,,,
4031,16253,Animation,Adventure,Comedy,Family,,,,
4034,16256,Action,Adventure,Sci-Fi,,,,,
4036,16258,Animation,Adventure,Comedy,Family,Fantasy,,,
4038,16261,Animation,Adventure,Comedy,Family,Fantasy,,,
4039,16263,Adventure,Biography,Drama,Family,History,,,
4040,16264,Animation,Adventure,Comedy,Family,,,,
4041,16265,Adventure,Drama,Family,Fantasy,,,,
4044,16269,Animation,Family,Fantasy,Music,,,,
4045,16273,Adventure,Comedy,Drama,Family,Musical,Romance,,
4046,16276,Action,Adventure,Fantasy,Sci-Fi,,,,
4047,16278,Action,Adventure,Fantasy,Sci-Fi,,,,
4048,16279,Action,Adventure,Fantasy,,,,,
4050,16281,Action,Adventure,Sci-Fi,,,,,
4052,16286,Action,Adventure,Fantasy,,,,,
4056,16295,Animation,Adventure,Family,Sci-Fi,,,,
4057,16299,Animation,Adventure,Comedy,Drama,Family,Fantasy,,
4060,16303,Action,Adventure,Sci-Fi,,,,,
4061,16305,Animation,Adventure,Comedy,Family,Musical,,,
4062,16306,Animation,Adventure,Comedy,Family,Sport,,,
4064,16308,Adventure,Comedy,Drama,Family,,,,
4065,16309,Adventure,Family,Fantasy,,,,,
4066,16310,Documentary,,,,,,,
4068,16313,Adventure,Comedy,Family,Sci-Fi,,,,
4069,16314,Animation,Adventure,Family,Fantasy,Musical,,,
4072,16319,Animation,Adventure,Family,Fantasy,,,,
4073,16321,Adventure,Drama,Family,,,,,
4075,16324,Action,Adventure,Sci-Fi,,,,,
4079,16329,Adventure,Comedy,Family,Sci-Fi,,,,
4081,16332,Adventure,Family,Fantasy,,,,,
4082,16333,Comedy,Family,Romance,,,,,
4083,16334,Action,Adventure,Family,Mystery,Thriller,,,
4086,16338,Biography,Drama,Sport,,,,,
4090,16344,Comedy,Family,Fantasy,,,,,
4093,16349,Action,Adventure,Family,Sci-Fi,,,,
4095,16351,Animation,Action,Adventure,Family,Fantasy,Sci-Fi,,
4101,16358,Animation,Adventure,Comedy,Family,Fantasy,,,
4103,16360,Adventure,Comedy,Crime,Family,Musical,Mystery,,
4104,16361,Adventure,Family,,,,,,
4109,16366,Adventure,Comedy,Crime,Romance,,,,
4110,16367,Animation,Adventure,Family,Thriller,,,,
4111,16368,Adventure,Family,Fantasy,,,,,
4120,16382,Adventure,Family,Fantasy,Horror,Mystery,,,
4124,16387,Documentary,Family,,,,,,
4126,16392,Documentary,,,,,,,
4128,16395,Comedy,Drama,Family,Fantasy,,,,
4139,16416,Adventure,Family,,,,,,
4143,16422,Action,Adventure,Sci-Fi,Thriller,,,,
4144,16423,Action,Drama,History,War,,,,
4149,16432,Documentary,,,,,,,
4162,16451,Adventure,Comedy,Family,Romance,,,,
4166,16466,Action,Adventure,Crime,Drama,Fantasy,Sci-Fi,,
4168,16468,Family,Comedy,Fantasy,,,,,
4175,16482,Animation,Action,Adventure,Family,Sci-Fi,,,
4192,16513,Animation,Short,Drama,Family,,,,
4195,16521,Animation,Adventure,Comedy,Family,War,,,
4196,16522,Adventure,Comedy,Drama,Family,,,,
4197,16523,Comedy,Family,Fantasy,Horror,Mystery,,,
4207,16557,Documentary,,,,,,,
4209,16569,Animation,Short,Family,Fantasy,,,,
4210,16572,Action,Adventure,Comedy,Drama,Family,War,,
4217,16608,History,,,,,,,
4223,16624,Documentary,Family,,,,,,
4234,16688,Comedy,Family,Fantasy,Musical,,,,
4235,16694,Drama,,,,,,,
4241,16723,Documentary,Family,,,,,,
