ID,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
4647,0.922,0.163,0.00762,73.597,0.0351,0.959,0.0927,-39.374,0.0415
4655,0.786,0.224,0.269,135.669,0.0361,0.921,0.0607,-18.142,0.0347
4658,0.993,0.373,0.135,96.402,0.233,0.907,0.111,-32.034,0.0343
4664,0.989,0.618,0.115,98.857,0.644,0,0.0812,-12.495,0.0966
4665,0.0754,0.164,0.625,178.156,0.426,0.61,0.313,-10.475,0.037
4676,0.526,0.396,0.457,90.03,0.175,0.0119,0.222,-6.952,0.0268
4677,0.933,0.207,0.0809,67.618,0.0692,0.253,0.0806,-20.633,0.0342
4687,0.000658,0.348,0.498,149.991,0.181,0.88,0.0964,-9.47,0.028
4691,0.882,0.464,0.372,110.124,0.906,0.000126,0.291,-9.79,0.0641
4697,0.9,0.419,0.125,124.956,0.0379,0.881,0.0817,-20.927,0.0361
4707,0.66,0.429,0.373,91.607,0.365,0.856,0.32,-10.694,0.0351
4712,0.922,0.151,0.0488,66.702,0.0384,0.975,0.1,-24.278,0.0461
4716,0.512,0.521,0.253,78.603,0.0359,0.0142,0.452,-35.499,0.203
4718,0.975,0.37,0.0437,99.714,0.116,0.934,0.09,-25.928,0.0341
4727,0.721,0.237,0.145,93.434,0.0319,0.937,0.172,-29.908,0.0708
4729,0.982,0.237,0.0208,65.656,0.0411,0.965,0.11,-29.357,0.0469
4730,0.969,0.125,0.0405,147.784,0.0341,0.89,0.0767,-26.491,0.0424
4734,0.531,0.107,0.243,81.213,0.0352,0.902,0.107,-14.506,0.034
4740,0.151,0.265,0.544,169.982,0.731,0.828,0.265,-13.433,0.0978
4742,0.62,0.314,0.113,109.842,0.0361,0.00415,0.171,-17.774,0.0334
4747,0.957,0.183,0.142,82.628,0.0395,0.982,0.0657,-17.499,0.0373
4758,0.96,0.237,0.0473,82.546,0.0452,0.874,0.0733,-20.175,0.0381
4761,0.907,0.225,0.0586,73.809,0.0682,0.725,0.112,-21.609,0.0345
4771,0.918,0.173,0.0699,71.359,0.0388,0.964,0.103,-27.782,0.0332
4803,0.831,0.18,0.14,97.336,0.0382,0.926,0.0889,-17.389,0.0424
4812,0.917,0.569,0.209,120.014,0.107,0.974,0.11,-11.691,0.0317
4815,0.861,0.215,0.148,65.204,0.0349,0.946,0.107,-21.239,0.0395
4818,0.934,0.0683,0.115,76.104,0.0339,0.899,0.102,-19.85,0.0444
4833,0.549,0.442,0.338,120.102,0.0414,0.462,0.0891,-10.65,0.0315
4834,0.98,0.349,0.0205,129.117,0.126,0.709,0.0578,-30.17,0.0368
4843,0.861,0.282,0.000865,128.082,0.0387,0.991,0.0893,-38.25,0.0622
4848,0.934,0.635,0.149,113.268,0.217,0.152,0.107,-16.164,0.0367
4850,0.718,0.435,0.405,140.973,0.312,0,0.085,-13.641,0.0636
4856,0.106,0.401,0.512,123.946,0.0725,0.307,0.0834,-10.62,0.039
4858,0.787,0.132,0.0273,148.582,0.0374,0.803,0.0626,-21.365,0.0432
4879,0.403,0.439,0.163,89.097,0.492,0.000363,0.138,-17.293,0.0401
4880,0.992,0.126,0.00357,70.882,0.0392,0.914,0.0722,-30.802,0.0419
4892,0.704,0.193,0.126,67.571,0.0604,0.899,0.108,-18.499,0.04
4896,0.995,0.347,0.104,115.371,0.107,0.218,0.123,-18.423,0.0411
4911,0.745,0.614,0.713,109.119,0.815,0.122,0.0768,-5.531,0.0462
4921,0.57,0.342,0.52,131.058,0.0299,0.924,0.0943,-15.593,0.0469
4923,0.729,0.272,0.22,72.518,0.105,0.865,0.11,-18.463,0.0359
4928,0.0812,0.741,0.571,92.024,0.394,0.736,0.113,-10.392,0.0358
4940,0.387,0.355,0.119,118.688,0.0706,0.421,0.0902,-22.083,0.0354
4945,0.498,0.161,0.0828,69.411,0.0362,0.337,0.128,-29.722,0.0546
4962,0.686,0.55,0.418,147.107,0.119,0.931,0.108,-11.311,0.028
4981,0.597,0.789,0.769,105.001,0.844,0.262,0.0421,-8.139,0.222
4987,0.889,0.402,0.36,83.018,0.101,0.833,0.135,-16.426,0.038
5001,0.895,0.173,0.302,86.714,0.248,0.891,0.136,-15.718,0.0431
5002,0.973,0.332,0.0661,90.322,0.415,0.854,0.142,-22.984,0.0463
5012,0.928,0.179,0.0071,66.71,0.0328,0.749,0.104,-32.125,0.0375
5022,0.951,0.293,0.00794,120.011,0.047,0.874,0.161,-32.084,0.0434
5025,0.985,0.356,0.0308,107.259,0.0376,0.996,0.0916,-27.19,0.0379
5035,0.488,0.787,0.318,116.26,0.745,0.845,0.0511,-11.977,0.0593
5042,0.981,0.142,0.0692,93.342,0.0625,0.876,0.131,-20.659,0.0372
5049,0.0641,0.306,0.39,180.276,0.153,0.698,0.197,-15.687,0.0377
5056,0.987,0.218,0.187,174.998,0.11,0.912,0.12,-17.366,0.0412
5059,0.105,0.345,0.323,79.922,0.0384,0.318,0.109,-10.691,0.0314
5068,0.919,0.139,0.0541,92.854,0.036,0.962,0.109,-25.081,0.0343
5069,0.912,0.0761,0.149,175.116,0.036,0.685,0.0833,-21.045,0.0447
5073,0.565,0.716,0.64,105.012,0.485,0.00139,0.127,-8.726,0.025
5085,0.576,0.227,0.443,176.955,0.14,0.395,0.108,-11.096,0.033
5093,0.106,0.412,0.365,159.455,0.57,0.803,0.183,-14.101,0.148
5095,0.96,0.632,0.266,79.949,0.183,0.00304,0.114,-14.365,0.0257
5106,0.86,0.246,0.227,97.98,0.0369,0.844,0.0998,-19.275,0.0373
5108,0.843,0.132,0.189,144.673,0.0388,0.957,0.0872,-17.372,0.0354
5114,0.892,0.506,0.146,124.14,0.111,0.292,0.137,-15.222,0.0358
5119,0.957,0.168,0.0603,127.217,0.0307,0.981,0.104,-21.889,0.0444
5125,0.325,0.096,0.00164,89.395,0.0341,0.832,0.11,-33.824,0.0474
5129,0.716,0.697,0.393,102.071,0.572,0.695,0.316,-15.801,0.0433
5131,0.986,0.414,0.163,103.783,0.698,0.876,0.122,-22.142,0.0394
5136,0.133,0.475,0.51,140.028,0.252,0.97,0.1,-13.418,0.0324
5144,0.982,0.386,0.0763,139.884,0.0735,0.823,0.095,-28.196,0.0761
5148,0.811,0.314,0.132,113.662,0.0378,0.96,0.138,-18.443,0.0423
5157,0.877,0.128,0.356,82.549,0.0348,0.939,0.109,-16.511,0.0554
5161,0.7,0.484,0.58,139.641,0.943,0.947,0.49,-8.774,0.0287
5162,0.919,0.353,0.403,108.352,0.0385,0.868,0.108,-17.86,0.0424
5166,0.717,0.616,0.377,153.95,0.308,0.00727,0.131,-9.404,0.0362
5168,0.993,0.303,0.123,122.131,0.0332,0.924,0.119,-21.806,0.0555
5176,0.992,0.147,0.0359,65.965,0.0529,0.858,0.0842,-23.672,0.0385
5181,0.887,0.138,0.185,94.67,0.0376,0.983,0.162,-17.115,0.0317
5186,0.931,0.179,0.0433,82.225,0.0398,0.959,0.108,-27.003,0.036
5197,0.896,0.32,0.0897,115.792,0.0732,0.948,0.109,-24.385,0.0383
5200,0.779,0.323,0.197,136.48,0.0645,0.912,0.108,-22.261,0.0365
5227,0.038,0.559,0.458,157.116,0.6,0.625,0.0744,-10.162,0.0321
5232,0.415,0.155,0.0666,89.317,0.0545,0.637,0.264,-24.501,0.0454
5234,0.956,0.131,0.066,68.874,0.0275,0.851,0.107,-26.172,0.0489
5249,0.964,0.523,0.104,99.921,0.139,0.829,0.108,-16.115,0.0355
5254,0.885,0.372,0.0831,72.313,0.0396,0.883,0.149,-21.559,0.0399
5257,0.0158,0.684,0.945,106.008,0.552,0.00142,0.098,-4.541,0.076
5270,0.976,0.485,0.0416,113.222,0.281,1.02E-05,0.0612,-17.276,0.0426
5274,0.375,0.571,0.34,110.086,0.489,0.759,0.109,-19.199,0.0743
5278,0.675,0.179,0.294,86.218,0.498,0.000244,0.101,-14.09,0.0307
5285,0.0606,0.408,0.438,97.078,0.0664,0.834,0.129,-11.177,0.0379
5288,0.993,0.224,0.216,152.058,0.166,0.0569,0.0722,-12.266,0.0405
5290,0.97,0.227,0.0845,66.182,0.0391,0.935,0.115,-21.662,0.0352
5291,0.0398,0.117,0.21,168.284,0.0359,0.838,0.081,-20.716,0.0394
5293,0.0419,0.462,0.817,140.093,0.269,0.226,0.301,-10.346,0.0457
5307,0.00303,0.309,0.734,80.152,0.405,0.00678,0.386,-7.731,0.0506
5314,0.904,0.59,0.153,130.265,0.632,0,0.158,-22.59,0.42
5316,0.901,0.077,0.18,81.248,0.0262,0.625,0.135,-20.93,0.0435
5317,0.0923,0.14,0.0949,140.926,0.0264,0.933,0.081,-21.375,0.0419
5320,0.925,0.169,0.0673,114.381,0.0376,0.735,0.0967,-25.089,0.0449
5322,0.228,0.696,0.509,102.934,0.872,2.97E-06,0.114,-15.27,0.105
5324,0.921,0.157,0.348,79.936,0.0459,0.832,0.115,-10.506,0.0377
5333,0.81,0.271,0.027,74.667,0.0374,0.922,0.0925,-32.482,0.0466
5363,0.844,0.313,0.296,108.385,0.15,0.00663,0.463,-13.644,0.0377
5365,0.759,0.179,0.0309,101.672,0.032,0.864,0.237,-27.84,0.0414
5367,0.966,0.207,0.104,108.246,0.0358,0.953,0.0841,-20.057,0.0363
5377,0.702,0.662,0.433,124.888,0.967,0,0.146,-10.289,0.0376
5381,0.76,0.639,0.614,94.879,0.609,0.652,0.0485,-12.304,0.0657
5383,0.882,0.19,0.231,136.743,0.038,0.875,0.0841,-16.989,0.0437
5389,0.76,0.521,0.256,111.994,0.127,0.718,0.0997,-18.648,0.0398
5390,0.969,0.188,0.135,95.802,0.0693,0.897,0.106,-16.812,0.0314
5394,0.829,0.139,0.357,141.024,0.0301,0.903,0.548,-10.539,0.0317
5397,0.862,0.38,0.265,160.035,0.0389,0.892,0.111,-26.352,0.0745
5446,0.128,0.341,0.482,180.172,0.0963,0.924,0.131,-12.274,0.0507
5447,0.979,0.423,0.308,116.973,0.205,0.915,0.127,-9.417,0.0302
5450,0.669,0.181,0.197,122.698,0.0833,0.81,0.128,-17.365,0.0398
5455,0.892,0.271,0.133,77.395,0.154,0.265,0.12,-17.58,0.0345
5457,0.902,0.442,0.431,80.271,0.358,0.544,0.562,-13.74,0.0691
5459,0.358,0.575,0.359,142.28,0.507,0.933,0.179,-14.188,0.0294
5466,0.984,0.574,0.00414,168.218,0.153,0.845,0.108,-24.191,0.0354
5483,0.905,0.159,0.0907,88.066,0.0311,0.905,0.0657,-20.369,0.0403
5497,0.933,0.118,0.0349,67.564,0.0346,0.545,0.103,-21.156,0.0458
5512,0.965,0.12,0.249,81.042,0.0713,0.865,0.29,-17.565,0.0337
5518,0.0033,0.707,0.606,119.016,0.925,0.872,0.101,-8.39,0.0278
5519,0.806,0.627,0.203,120.896,0.394,0.775,0.113,-17.93,0.0439
5527,0.779,0.284,0.115,115.027,0.0372,0.915,0.0731,-24.776,0.0364
5528,0.917,0.185,0.0328,120.548,0.0355,0.912,0.122,-21.807,0.0459
5538,0.859,0.301,0.162,90.127,0.0358,0.926,0.111,-22.217,0.0366
5549,0.991,0.334,0.285,91.067,0.0385,0.934,0.142,-17.513,0.0481
5559,0.894,0.618,0.274,145.783,0.296,0.0952,0.105,-14.578,0.0505
5564,0.841,0.172,0.185,57.065,0.0292,0.91,0.11,-19.436,0.0479
5573,0.437,0.626,0.646,160.012,0.587,0.946,0.177,-10.74,0.0444
5575,0.825,0.648,0.269,139.992,0.289,0.894,0.0631,-21.541,0.0464
5583,0.129,0.117,0.0125,75.356,0.0319,0.837,0.15,-34.912,0.0364
5584,0.519,0.33,0.511,194.929,0.0355,0.868,0.229,-17.669,0.0389
5585,0.609,0.3,0.394,78.32,0.221,0.915,0.121,-19.603,0.031
5588,0.955,0.0742,0.0148,176.431,0.0245,0.887,0.0823,-31.235,0.0471
5589,0.165,0.762,0.791,90.026,0.854,1.26E-05,0.0528,-3.677,0.0844
5590,0.974,0.198,0.245,109.053,0.0469,0.901,0.0837,-15.806,0.039
5593,0.937,0.154,0.12,72.77,0.036,0.89,0.094,-20.034,0.0369
5597,0.948,0.161,0.276,129.929,0.0305,0.232,0.1,-7.243,0.041
5611,0.826,0.204,0.141,97.295,0.0453,0.0715,0.113,-20.064,0.0424
5613,0.989,0.152,0.0728,104.635,0.0337,0.924,0.113,-19.748,0.0431
5614,0.0382,0.412,0.342,75.72,0.182,0.384,0.169,-13.309,0.0263
5618,0.765,0.668,0.411,110.895,0.386,0.000174,0.122,-10.421,0.0311
5621,0.971,0.192,0.092,57.68,0.0382,0.935,0.0978,-22.95,0.0418
5654,0.959,0.253,0.0673,72.849,0.251,0.000507,0.0762,-17.644,0.0365
5705,0.991,0.124,0.0383,95.704,0.0398,0.929,0.117,-23.564,0.0353
5712,0.756,0.448,0.431,97.608,0.58,1.49E-05,0.134,-9.686,0.0259
5715,0.868,0.455,0.36,123.118,0.0898,0.884,0.109,-13.207,0.0673
5718,0.897,0.277,0.0594,104.66,0.0416,0.933,0.116,-20.779,0.032
5719,0.701,0.0955,0.117,80.97,0.0376,0.871,0.106,-14.423,0.0392
5724,0.949,0.117,0.322,181.432,0.0384,0.887,0.124,-21.631,0.0615
5726,0.941,0.207,0.222,131.988,0.0371,0.91,0.137,-22.927,0.0446
5747,0.409,0.43,0.711,74.393,0.72,0.000993,0.123,-9.606,0.0864
5752,0.774,0.182,0.0225,84.061,0.0315,0.821,0.105,-33.396,0.0424
5759,0.975,0.37,0.137,110,0.51,0.9,0.105,-22.558,0.0402
5768,0.607,0.548,0.233,147.991,0.127,0.89,0.0896,-16.391,0.0332
5770,0.698,0.43,0.295,74.014,0.159,0.569,0.226,-14.255,0.0283
5776,0.0207,0.615,0.892,157.866,0.525,0.000966,0.182,-5.112,0.0467
5795,0.46,0.0848,0.36,53.53,0.0339,0.959,0.291,-14.251,0.0366
5796,0.596,0.129,0.288,94.442,0.311,0.956,0.349,-18.268,0.0352
5799,0.992,0.208,0.00355,67.3,0.0383,0.868,0.145,-17.058,0.0433
5800,0.855,0.58,0.378,107.659,0.43,0.952,0.671,-11.234,0.0353
5806,0.948,0.295,0.26,109.997,0.0705,0.922,0.12,-16.899,0.0372
5813,0.00387,0.747,0.566,113.903,0.775,0.76,0.247,-18.77,0.0462
5829,0.0712,0.792,0.501,139.962,0.152,0.000133,0.106,-5.506,0.157
5838,0.104,0.368,0.498,97.58,0.0395,0.814,0.0931,-18.233,0.0444
5845,0.978,0.286,0.0832,134.74,0.131,0.786,0.124,-26.059,0.0408
5856,0.946,0.185,0.204,119.042,0.0302,0.697,0.0954,-17.37,0.049
5862,0.678,0.349,0.0501,115.362,0.116,0.324,0.118,-22.064,0.0417
5877,0.678,0.656,0.355,120.008,0.169,0.924,0.0933,-16.402,0.0315
5878,0.362,0.405,0.527,163.583,0.609,0.00582,0.157,-11.412,0.0372
5890,0.725,0.0861,0.0813,86.087,0.12,0.896,0.107,-18.479,0.0379
5903,0.635,0.47,0.376,143.055,0.159,0.863,0.147,-16.063,0.0411
5918,0.0795,0.452,0.523,77.065,0.0925,0.936,0.309,-10.978,0.0342
5920,0.237,0.476,0.788,90.066,0.746,2.49E-05,0.106,-4.821,0.0446
5924,0.935,0.152,0.0282,137.784,0.0395,0.952,0.115,-37.711,0.0486
5929,0.882,0.625,0.0955,86.854,0.373,0,0.114,-14.919,0.503
5934,0.152,0.165,0.535,70.868,0.0372,0.832,0.0872,-9.662,0.0533
5940,0.941,0.238,0.251,72.035,0.0483,0.951,0.094,-12.014,0.0346
5948,0.996,0.155,0.0577,66.682,0.24,0.906,0.147,-27.588,0.0409
5958,0.588,0.512,0.446,155.827,0.112,0.806,0.111,-26.279,0.0692
5962,0.96,0.21,0.161,65.432,0.0643,0.538,0.115,-20.298,0.0344
5970,0.526,0.138,0.0926,76.03,0.0301,0.937,0.0695,-18.671,0.045
5979,0.983,0.343,0.193,132.075,0.395,0.932,0.159,-17.346,0.035
5982,0.988,0.389,0.085,68.089,0.0712,0.925,0.117,-23.622,0.0533
5984,0.994,0.33,0.00528,44.52,0.0924,0.906,0.0784,-30.653,0.0489
5992,0.421,0.0746,0.228,176.57,0.034,0.972,0.116,-16.429,0.0395
5997,0.566,0.141,0.298,81.163,0.0444,0.921,0.612,-12.337,0.031
6012,0.588,0.25,0.224,201.863,0.0515,0.973,0.0969,-18.822,0.0351
6015,0.898,0.356,0.26,207.785,0.0381,0.719,0.0798,-15.021,0.0289
6027,0.923,0.658,0.131,131.151,0.155,0.903,0.145,-14.953,0.0393
6028,0.604,0.327,0.197,83.542,0.146,0.965,0.0659,-16.697,0.0477
6032,0.437,0.176,0.0187,67.084,0.0383,0.0515,0.058,-23.106,0.0358
6046,0.916,0.337,0.197,141.992,0.0342,0.954,0.119,-25.094,0.0405
6050,0.124,0.442,0.122,96.144,0.034,0.869,0.111,-22.016,0.038
6061,0.947,0.734,0.132,87.938,0.332,0.922,0.105,-13.509,0.0403
6073,0.115,0.706,0.723,140.164,0.745,4.25E-05,0.2,-7.92,0.391
6081,0.907,0.516,0.198,118.385,0.17,0.907,0.113,-14.158,0.0328
6122,0.527,0.593,0.576,169.973,0.83,0.0146,0.101,-11.164,0.0307
6135,0.305,0.157,0.222,84.211,0.03,0.79,0.0887,-15.836,0.0402
6137,0.572,0.169,0.201,111.384,0.0351,0.875,0.0857,-15.86,0.0421
6139,0.941,0.407,0.285,64.979,0.187,0.322,0.191,-15.465,0.108
6140,0.00104,0.617,0.828,125.982,0.0349,0.806,0.0863,-8.533,0.0525
6147,0.815,0.288,0.111,138.839,0.101,0.908,0.0812,-20.632,0.0362
6157,0.116,0.687,0.515,128.013,0.334,0.64,0.431,-9.823,0.0404
6160,0.324,0.201,0.481,118.191,0.154,0.924,0.139,-15.628,0.0534
6165,0.425,0.188,0.319,126.772,0.139,0.771,0.122,-10.531,0.0382
6190,0.569,0.637,0.384,88.005,0.265,0.872,0.0927,-14.987,0.0394
6192,0.926,0.364,0.0883,82.187,0.0547,0.00173,0.114,-16.755,0.0322
6195,0.921,0.067,0.0604,74.052,0.0334,0.873,0.238,-22.083,0.0498
6200,0.969,0.652,0.0986,79.09,0.399,0.815,0.124,-18.414,0.0568
6201,0.0616,0.795,0.703,107.986,0.319,3.30E-06,0.101,-10.282,0.401
6202,0.736,0.424,0.421,66.803,0.389,0,0.0848,-16.814,0.505
6205,0.932,0.0669,0.0299,70.698,0.0379,0.945,0.109,-32.423,0.0417
6215,0.855,0.166,0.282,90.99,0.0392,0.889,0.127,-13.739,0.0345
6246,0.421,0.282,0.107,139.966,0.0416,0.887,0.109,-33.849,0.0362
6260,0.974,0.248,0.102,82.186,0.258,0.932,0.138,-15.631,0.0331
6262,0.849,0.208,0.0139,76.292,0.0327,0.918,0.119,-33.061,0.0439
6280,0.541,0.306,0.517,114.516,0.721,0.933,0.274,-10.693,0.0384
6313,0.986,0.163,0.0502,76.407,0.0587,0.723,0.114,-20.62,0.038
6337,0.0224,0.345,0.559,114.176,0.324,0.000382,0.108,-7.132,0.042
6348,0.0557,0.285,0.464,126.068,0.0325,0.771,0.114,-12.822,0.0387
6351,0.85,0.266,0.129,99.483,0.0468,0.909,0.152,-17.862,0.0355
6360,0.478,0.386,0.412,75.266,0.469,2.00E-05,0.0746,-7.358,0.0406
6376,0.459,0.687,0.158,113.421,0.0665,0.861,0.0758,-22.335,0.0455
6381,0.17,0.347,0.674,133.899,0.306,0.871,0.448,-5.093,0.0582
6393,0.175,0.719,0.678,125.886,0.679,0.604,0.15,-4.957,0.083
6398,0.898,0.284,0.334,38.215,0.0592,0.949,0.115,-15.077,0.0432
6400,0.839,0.151,0.114,137.507,0.0385,0.893,0.095,-17.122,0.035
6415,0.974,0.692,0.234,120.01,0.452,0.945,0.0888,-22.104,0.0373
6420,0.0698,0.657,0.533,139.962,0.154,0.762,0.0987,-10.086,0.037
6436,0.991,0.17,0.00354,78.46,0.0526,0.895,0.115,-30.93,0.0494
6439,0.982,0.802,0.257,123.821,0.462,0.913,0.0828,-17.516,0.0462
6448,0.783,0.173,0.1,117.336,0.0222,0.917,0.107,-25.698,0.0434
6460,0.971,0.15,0.129,68.782,0.0376,0.904,0.133,-19.442,0.0389
6463,0.89,0.127,0.00239,72.607,0.0823,0.891,0.0672,-43.195,0.0474
6466,0.977,0.673,0.367,82.573,0.57,7.45E-05,0.0831,-9.656,0.0349
6482,0.853,0.0996,0.0925,199.034,0.0735,0.954,0.112,-20.425,0.0391
6491,0.802,0.27,0.456,78.857,0.0771,0.905,0.149,-10.754,0.0334
6494,0.577,0.491,0.133,115.941,0.222,0.827,0.102,-19.679,0.0359
6498,0.0694,0.682,0.885,130.034,0.851,1.05E-06,0.16,-4.228,0.0406
6499,0.778,0.0852,0.055,85.191,0.0349,0.853,0.0931,-21.489,0.044
6524,0.808,0.2,0.241,166.31,0.0331,0.892,0.104,-25.166,0.332
6525,0.678,0.58,0.414,136.93,0.27,2.26E-05,0.257,-10.928,0.0343
6529,0.78,0.168,0.203,132.513,0.137,0.416,0.0986,-15.901,0.0377
6560,0.977,0.482,0.0101,95.733,0.0904,0.963,0.0718,-26.698,0.0469
6579,0.0292,0.499,0.533,85.949,0.213,0.882,0.0942,-14.27,0.0565
6589,0.984,0.159,0.0358,72.668,0.0391,0.88,0.102,-26.837,0.0435
6598,0.957,0.0745,0.223,78.935,0.0372,0.792,0.0481,-11.975,0.043
6601,0.0882,0.18,0.328,88.592,0.0445,0.906,0.16,-14.955,0.0381
6605,0.844,0.427,0.0693,130.16,0.146,0.924,0.601,-28.259,0.0374
6614,0.745,0.27,0.0728,108.54,0.0309,0.691,0.111,-19.39,0.0289
6617,0.578,0.162,0.328,134.933,0.0628,0.916,0.114,-14.409,0.0361
6676,0.933,0.173,0.172,120.717,0.0385,0.867,0.569,-15.805,0.0379
6687,0.581,0.262,0.297,125.12,0.274,0.817,0.216,-13.231,0.0338
6701,0.959,0.341,0.274,149.634,0.094,0.839,0.146,-15.881,0.0321
6726,0.0824,0.469,0.838,113.188,0.382,0,0.312,-4.162,0.213
6727,0.0225,0.462,0.867,138.017,0.0657,0.975,0.129,-8.369,0.0408
6731,0.979,0.424,0.112,100.074,0.0454,0.875,0.0849,-22.971,0.0335
6752,0.875,0.192,0.452,170.238,0.251,0.945,0.0947,-17.513,0.0433
6754,0.948,0.196,0.00903,69.379,0.035,0.864,0.339,-30.077,0.0424
6763,0.56,0.522,0.226,119.902,0.0708,0.0857,0.0829,-16.274,0.0318
6772,0.679,0.401,0.485,77.837,0.372,0,0.148,-6.172,0.0303
6774,0.296,0.435,0.799,134.971,0.404,0.808,0.159,-9.684,0.0643
6785,0.69,0.537,0.139,127.31,0.177,0.024,0.0973,-17.197,0.036
6786,0.85,0.136,0.22,87.532,0.0318,0.961,0.13,-21.747,0.0431
6798,0.769,0.568,0.156,129.985,0.161,0.454,0.134,-15.782,0.037
6812,0.771,0.0839,0.364,170.717,0.0281,0.928,0.111,-15.498,0.0478
6850,0.265,0.448,0.656,121.923,0.114,0.971,0.13,-8.116,0.0403
6859,0.313,0.525,0.769,120.009,0.0755,0.842,0.155,-11.959,0.0465
6867,0.985,0.355,0.0168,103.942,0.0361,0.894,0.0658,-32.736,0.0409
6871,0.944,0.319,0.127,131.394,0.0389,2.16E-05,0.104,-15.803,0.0358
6881,0.91,0.2,0.304,180.039,0.0756,0.965,0.0885,-14.616,0.0352
6887,0.568,0.436,0.723,95.459,0.664,0.902,0.31,-7.62,0.0295
6893,0.97,0.181,0.143,109.423,0.0472,0.939,0.103,-17.014,0.0344
6990,0.901,0.453,0.0952,120.043,0.0705,0.949,0.0768,-25.04,0.0382
6991,0.11,0.799,0.784,96.953,0.26,2.84E-06,0.227,-5.207,0.0519
6992,0.965,0.0965,0.174,71.997,0.134,0.945,0.127,-21.597,0.0383
6994,0.00898,0.656,0.925,100.032,0.0793,0.0101,0.108,-8.13,0.093
7016,0.789,0.15,0.515,83.566,0.409,0.87,0.12,-13.38,0.046
7021,0.305,0.508,0.455,185.731,0.667,0.00374,0.0866,-11.786,0.0755
7027,0.00182,0.355,0.681,120.007,0.0373,0.876,0.0948,-9.263,0.0478
7041,0.727,0.104,0.451,81.443,0.336,0.909,0.182,-10.768,0.0342
7044,0.413,0.0602,0.00939,68.546,0.0453,0.905,0.103,-27.371,0.0399
7057,0.963,0.101,0.0915,70.743,0.0361,0.941,0.101,-22.449,0.0521
7058,0.842,0.687,0.108,139.985,0.0987,0.872,0.115,-20.087,0.0379
7070,0,0,0,0,0,0,0,0,0
7072,0.0651,0.567,0.611,136.607,0.59,0.000368,0.111,-10.469,0.029
7080,0.937,0.149,0.343,103.345,0.144,0.967,0.157,-10.654,0.0319
7092,0.927,0.277,0.269,137.965,0.0394,0.883,0.1,-23.502,0.0367
7109,0.92,0.254,0.329,143.325,0.0331,0.67,0.0804,-15.202,0.046
7113,0.0012,0.473,0.509,120.006,0.0396,0.897,0.154,-10.668,0.0322
7115,0.0162,0.168,0.41,113.014,0.0382,0.743,0.0599,-11.553,0.0365
7119,0.48,0.168,0.0383,92.746,0.0342,0.856,0.107,-23.447,0.0382
7137,0.969,0.153,0.0202,73.16,0.0409,0.972,0.313,-27.911,0.0426
7150,0.106,0.417,0.626,112.81,0.0357,0.728,0.121,-9.381,0.036
7154,0.984,0.347,0.0691,136.958,0.0473,0.903,0.12,-19.084,0.0337
7160,0.746,0.602,0.0118,144.389,0,0.919,0.11,-20.567,0.411
7164,0.995,0.525,0.027,78.005,0.565,0.927,0.11,-18.696,0.314
7166,0.00236,0.321,0.603,160.037,0.118,0.914,0.11,-11.346,0.0418
7173,0.763,0.124,0.154,57.494,0.123,0.885,0.0776,-17.471,0.0412
7177,0.583,0.622,0.673,140.923,0.923,0.0218,0.23,-13.196,0.0394
7198,0.041,0.613,0.857,128.304,0.78,0.601,0.214,-6.586,0.0655
7206,0.825,0.698,0.428,89.986,0.716,0.755,0.127,-15.157,0.0413
7210,0.944,0.421,0.173,146.068,0.0839,0.189,0.12,-15.086,0.0301
7212,0.989,0.211,0.0939,167.457,0.038,0.879,0.0803,-16.517,0.0368
7241,0.19,0.76,0.786,147.949,0.925,0,0.0974,-3.776,0.0464
7248,0.996,0.228,0.00386,69.838,0.302,0.809,0.126,-30.756,0.0486
7260,0.601,0.0789,0.113,81.709,0.0339,0.898,0.112,-20.164,0.0491
7266,0.714,0.272,0.425,82.299,0.488,0.879,0.109,-10.76,0.0375
7272,0.643,0.153,0.428,84.071,0.0698,0.8,0.0976,-12.74,0.0369
7273,1.37E-05,0.128,0.0962,145.952,0.0217,0.897,0.247,-18.288,0.0378
7277,0.964,0.0809,0.039,72.15,0.0357,0.908,0.0941,-25.074,0.0406
7279,0.285,0.518,0.469,178.281,0.564,0.964,0.101,-14.3,0.0517
7283,0.951,0.207,0.0113,80.23,0.0614,0.000373,0.15,-37.663,0.0434
7286,0.644,0.11,0.0888,85.214,0.0385,0.575,0.102,-21.733,0.0371
7312,0.983,0.284,0.0124,58.863,0.0456,0.901,0.156,-29.088,0.0347
7376,0.852,0.186,0.215,94.966,0.174,0.857,0.128,-15.424,0.0343
7386,0.533,0.56,0.435,129.993,0.59,0.00741,0.145,-15.527,0.0377
7390,0.696,0.168,0.398,174.453,0.186,0.749,0.182,-13.426,0.0384
7395,0.228,0.769,0.835,143.985,0.939,0.00321,0.163,-5.081,0.043
7401,0.992,0.168,0.00537,79.931,0.054,0.977,0.0926,-33.797,0.0376
7405,0.975,0.216,0.0233,111.279,0.208,0.0285,0.275,-24.216,0.0431
7442,0.979,0.0651,0.0121,72.989,0.0352,0.94,0.109,-25.931,0.0448
7458,0.0427,0.279,0.318,102.278,0.481,0.124,0.0788,-11.312,0.0314
7480,0.956,0.128,0.0114,73.485,0.076,0.906,0.106,-17.724,0.0423
