,title,music_director,artist_id,album_name,album_uri,track_name,preview_url,most_popular,popularity,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
942,The Bye Bye Man,The Newton Brothers,7dlJy6RJTqYprtHmWYBOv3,The Bye Bye Man (Original Motion Picture Soundtrack),spotify:album:41qjbz5e3FlxhbaHz2O5LD,Train Song (feat. Richard Patrick),https://p.scdn.co/mp3-preview/bdafe728b2b64a5fbd408be92ac6007906ec7aa6?cid=0e18970867524f1fba6634279dd9e5b2,1Ifo6eQgmdTX0xXS6p67ia,11,0.221,0.5489999999999999,0.34,95.0,0.10400000000000001,0.13,0.159,-14.974,0.0428
945,Spy Kids: All the Time in the World,Robert Rodriguez,49VlDIG7Dw8raSByeCKXF6,Spy Kids: All the Time in the World in 4D (Original Motion Picture Soundtrack),spotify:album:5jKuCZnXaiIUohepPmrL7X,Spy Mom,https://p.scdn.co/mp3-preview/43f1e91e8bf5834cfb9a0c3537118e1e6f820eb7?cid=0e18970867524f1fba6634279dd9e5b2,7FkxpdtzVLBIAWfaAWI4jQ,10,0.0051600000000000005,0.321,0.885,118.645,0.0796,0.628,0.115,-9.394,0.055
950,Invisible Essence: The Little Prince,Kevin Lau,0MVtdQmPsEozKSPjeLUyn1,Invisible Essence: The Little Prince (Original Motion Picture Soundtrack),spotify:album:07Q9zHQRgOFHzvuu1yhuOm,End Credits,https://p.scdn.co/mp3-preview/a17b417f3f7c110eb954ead22d3baee3e2ac3730?cid=0e18970867524f1fba6634279dd9e5b2,1DRXNOchskm6NNvqmjVO90,1,0.971,0.235,0.09,99.225,0.0413,0.179,0.10099999999999999,-22.885,0.0386
955,Sister Cities,James T. Sale,6FMNDTFV8TTUbDrdP19p6o,Sister Cities (Original Motion Picture Score),spotify:album:4ZePcqRpPwGP8uYj2TfYz3,I Found Mom,https://p.scdn.co/mp3-preview/68698b8365fb6197756a4b5134af27a35f232c28?cid=0e18970867524f1fba6634279dd9e5b2,22BiLJkiV2cv4Mj3y9RQAk,0,0.983,0.5429999999999999,0.0424,120.02,0.0473,0.9420000000000001,0.106,-25.925,0.0391
957,The Black Prince,George Kallis,7Bt9Peyf9LLzLbjPz4l3WA,The Black Prince (Original Soundtrack),spotify:album:3hKmUFXu3NYNCHu5To5qxv,Back to England,https://p.scdn.co/mp3-preview/e5ecfeb1a32723593b9d6838c4f0da6048f84b43?cid=0e18970867524f1fba6634279dd9e5b2,1yQ6sxq5UquJ5PG5vD0arP,1,0.97,0.157,0.146,106.385,0.0359,0.873,0.105,-17.006,0.0334
964,I Don't Know How She Does It,Aaron Zigman,74M3iphMpn1MA2YUe2Iigb,I Don't Know How She Does It,spotify:album:1BofbjfuKjAwv9PqEs53fR,Kate Leaves - I Have to Go,https://p.scdn.co/mp3-preview/b370f0b677ae38e884193de3048db196d1910bf0?cid=0e18970867524f1fba6634279dd9e5b2,1qQqT6SPl7eh8pcUcYntR0,2,0.893,0.218,0.0382,120.259,0.0392,0.337,0.28300000000000003,-27.739,0.0386
967,93 Days,George Kallis,7Bt9Peyf9LLzLbjPz4l3WA,93 Days (Original Motion Picture Soundtrack),spotify:album:4HNshoKANZ9PIK8iaJpVry,The Beautiful Man,https://p.scdn.co/mp3-preview/d66af4cd99860b52c74f6184c182a762bbc23b77?cid=0e18970867524f1fba6634279dd9e5b2,46yQWhzR3tv4kTfaFNXL11,1,0.693,0.11599999999999999,0.209,87.51799999999999,0.0387,0.897,0.0812,-18.176,0.0339
975,Rocco,Avia,3xNCp8cktZ1IGwRregR2yO,Rocco (Original Motion Picture Soundtrack),spotify:album:1FZlpkOmQ8331rSmRVJqvM,Chaos,https://p.scdn.co/mp3-preview/481a08362a8098bc687540e1a4266053338c0adf?cid=0e18970867524f1fba6634279dd9e5b2,0cvSzR9F2U6oMhsuqg5JOm,5,0.858,0.539,0.0425,71.867,0.174,0.45,0.0974,-21.943,0.0434
978,Inside Man: Most Wanted,Sonya Belousova,0JnNzCUsHuDcUcBatOzuGP,Inside Man: Most Wanted (Original Motion Picture Soundtrack),spotify:album:2CAfnij9uzeURK4mGUSymE,Everyone On The Floor Now,https://p.scdn.co/mp3-preview/06548d5392bb656e9838f624d057fb466e0646fa?cid=0e18970867524f1fba6634279dd9e5b2,47v9CWhVcyk5sJJ909coJC,3,0.0487,0.32,0.73,134.714,0.0394,0.892,0.107,-13.264000000000001,0.048
979,Sahara,Jerome Rebotier,5LDz41tmX7odOCzOzwuqGd,Sahara (Pierre Coré's Original Motion Picture Soundtrack),spotify:album:7tBVGy08Q7mchuRRzJqgEa,Danse Eva - Robots and Friends,https://p.scdn.co/mp3-preview/a10dc3b258f4344d4f88c54cf8c5b47c1c99b122?cid=0e18970867524f1fba6634279dd9e5b2,24EBD9Uo4JymQ86xtA8jON,5,0.00165,0.606,0.742,125.98700000000001,0.611,0.16,0.301,-8.075,0.0298
991,7 Khoon Maaf,Vishal Bhardwaj,1JdHoZwkwOmX2Pl2iTwnzc,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:album:5KeZZK7MItXn4A5SNwock7,Darling,https://p.scdn.co/mp3-preview/bb8ce2cadea7295e91a83424978d3d2379a1f2bb?cid=0e18970867524f1fba6634279dd9e5b2,6z3p3Gm5FOH1n22ummzEh7,46,0.0591,0.8290000000000001,0.735,126.007,0.7659999999999999,6.22e-05,0.0776,-8.711,0.0882
994,Dragonheart 3: The Sorcerer's Curse,Mark McKenzie,70xQTEIsm6UEPCB5kiDpK9,Dragonheart 3: The Sorcerer's Curse (Original Motion Picture Soundtrack),spotify:album:3hzqZbJptPZ3ujbEQNLGVA,Goodbye My Friend,https://p.scdn.co/mp3-preview/1222ce0cafb68066cb25c336e868ba5b40966f33?cid=0e18970867524f1fba6634279dd9e5b2,6XxbwpfXvnZrkMnRY5Sjp8,7,0.9009999999999999,0.193,0.151,64.861,0.0344,0.7829999999999999,0.114,-23.191,0.0381
1001,Judwaa 2,Sandeep Shirodkar,3Ma3jCLuyYvZCELx5WQHCd,"Oonchi Hai Building 2.0 (From ""Judwaa 2"")",spotify:album:4dCVUYqYDhSLAGUKzDKLJv,"Lift Teri Bandh Hai (From ""Judwaa 2"")",https://p.scdn.co/mp3-preview/a0279730894d67d05c3a87aa782efb8cb6d92665?cid=0e18970867524f1fba6634279dd9e5b2,3ElJ4RSdrweHUb1jsPEOF8,46,0.0116,0.8290000000000001,0.76,107.01,0.773,1.04e-05,0.336,-5.5520000000000005,0.106
1006,Luv Shuv Tey Chicken Khurana,Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr,Luv Shuv Tey Chicken Khurana (Original Motion Picture Soundtrack),spotify:album:12p5Dr6cDbeQ2y5IUQnLwN,KikliKalerdi,https://p.scdn.co/mp3-preview/1c494873b5218db5d102acdbcd31c9e91bd5b4bc?cid=0e18970867524f1fba6634279dd9e5b2,4a95VZJzjMWNJlwuIPzhsI,31,0.502,0.898,0.7140000000000001,138.039,0.693,3.3799999999999995e-05,0.149,-6.562,0.0567
1009,Ferrari Ki Sawaari,Pritam Chakraborty,1wRPtKGflJrBx9BmLsSwlU,Ferrari Ki Sawaari,spotify:album:1czxatTCsHnioFmzVhYHIR,Mala Jau De,https://p.scdn.co/mp3-preview/573886a9638a6b98007802f994e4ed43707fa9de?cid=0e18970867524f1fba6634279dd9e5b2,6Pn6JZTyR1XL7W5gPaEJfd,32,0.113,0.44299999999999995,0.9129999999999999,88.363,0.674,5.41e-06,0.381,-2.398,0.265
1011,Raja Natwarlal,Yuvan Shankar Raja,6AiX12wXdXFoGJ2vk8zBjy,Raja Natwarlal,spotify:album:1XLL2cnDxi26KfWsIaCczE,Tere Ho Ke Rahenge,https://p.scdn.co/mp3-preview/37a0f47c6c9e905007c1d369157fa2325e14c0a1?cid=0e18970867524f1fba6634279dd9e5b2,1rswWscsWpE3XFG79uNTDF,46,0.0902,0.7190000000000001,0.6890000000000001,115.962,0.435,0.000425,0.105,-4.467,0.0294
1016,Albion: The Enchanted Stallion,George Kallis,7Bt9Peyf9LLzLbjPz4l3WA,Albion: The Enchanted Stallion (Original Motion Picture Soundtrack),spotify:album:0tYuQnob8uJfxdu5JS0V6N,The Strength to Light Our Way,https://p.scdn.co/mp3-preview/deeba9797c34e67014b697eaea4bc7ccc86e5ee8?cid=0e18970867524f1fba6634279dd9e5b2,1CCnoa8jovV886nO0odJXq,23,0.9470000000000001,0.215,0.214,89.221,0.111,0.265,0.631,-14.540999999999999,0.032
1025,Duck Duck Goose,Mark Isham,5qlzaXu4riV8YLrL97cwyI,Duck Duck Goose (Original Motion Picture Soundtrack),spotify:album:7kV4TF2sVW10CNav7awBJl,Thunder to the Ground,https://p.scdn.co/mp3-preview/8e4cc9dbd85fdd105f48bec9fd0b67b808fc3b8a?cid=0e18970867524f1fba6634279dd9e5b2,1g7dF1SnV2tUoyUtsgnveF,17,0.531,0.461,0.387,97.863,0.165,0.0019199999999999998,0.0919,-10.943,0.0303
1037,Jarhead: Law of Return,Frederik Wiedmann,4y9AcaqpYbyZuO8MjnVADB,Jarhead: Law of Return (Original Motion Picture Soundtrack),spotify:album:1Ycyueln24blnVELgWrzKk,Home,https://p.scdn.co/mp3-preview/f00597cb5fa0fd64e6afbffdbd876f8b6540d5cc?cid=0e18970867524f1fba6634279dd9e5b2,0PW9xlEPcwpm00lPK76Js1,8,0.9540000000000001,0.124,0.109,95.999,0.0362,0.243,0.0886,-19.649,0.0369
1038,Cities of Last Things,Rob,3HVdAiMNjYrQIKlOGxoGh5,Cities of Last Things (Original Motion Picture Soundtrack),spotify:album:5bKbwBecVNTbDUr2eXaZtf,Drone - Omnibus,https://p.scdn.co/mp3-preview/ff0fe354018c15d14450216a06b0329c44002963?cid=0e18970867524f1fba6634279dd9e5b2,4BcOdd9uSF7gduGorCBMAN,1,0.975,0.179,0.0372,119.87200000000001,0.0344,0.87,0.0758,-30.485,0.0455
1042,The Crew,Joseph Trapanese,566MlWaCa63jvMZV9YMj3V,The Crew (Original Game Soundtrack),spotify:album:6nG1ltEzSx0OcZvLdFuqrJ,Introductions,https://p.scdn.co/mp3-preview/bd7cff3f381b2b51ad1aaf2be446abcc018d3072?cid=0e18970867524f1fba6634279dd9e5b2,5FRNeguo7Vp2DbBAMDY1XF,23,0.00321,0.545,0.937,90.00299999999999,0.6459999999999999,0.882,0.626,-9.868,0.0392
1043,Dragonheart: Battle for the Heartfire,Mark McKenzie,70xQTEIsm6UEPCB5kiDpK9,Dragonheart: Battle for the Heartfire (Original Motion Picture Soundtrack),spotify:album:2q338juk4B8qFMpX0gwi5Z,Ascension to the Heavens,https://p.scdn.co/mp3-preview/f8e30eab9b6906de9b6c5b7f6dafac16911cff18?cid=0e18970867524f1fba6634279dd9e5b2,7uuJzZJ2QmvBnDbdZtTlmz,9,0.9470000000000001,0.14800000000000002,0.121,137.929,0.035,0.868,0.0881,-19.527,0.036000000000000004
1045,Annabelle Hooper and the Ghosts of Nantucket,David James Nielsen,78MhYwVPPXphPIB8vU6ziU,Annabelle Hooper and the Ghosts of Nantucket (Original Motion Picture Soundtrack),spotify:album:0gOKDABdEXSyS7M0BvgwpE,Welcome to Nantucket / Ferry Deck with Salt,https://p.scdn.co/mp3-preview/a57d8edba374adf1af8a5a9b129ed1d3e1c76c5e?cid=0e18970867524f1fba6634279dd9e5b2,6rrpd61wpUaymrSOc8XjI5,0,0.9520000000000001,0.106,0.19899999999999998,66.429,0.133,0.922,0.11699999999999999,-15.197000000000001,0.043
1048,Mostly Sunny,Michael Vuscan,0fNl2xsUSDytKGMDqkIOZn,Mostly Sunny Soundtrack,spotify:album:5DvYpAV9qROXS6i39OJipy,Taxxxi,https://p.scdn.co/mp3-preview/ba2e0f50bfd7ad73da9a3ba56b006051d92b52d0?cid=0e18970867524f1fba6634279dd9e5b2,2XVB4VO14BDnb4II7Xnk7H,0,0.9079999999999999,0.0782,0.136,174.822,0.0271,0.988,0.10800000000000001,-25.863000000000003,0.0488
1049,The Bomb,The Acid,0bRtSoJSpQdnbB3dWrWprR,The Bomb (Original Motion Picture Soundtrack),spotify:album:1Z1qCI4p4p9btIhl49YAZZ,Onyx,https://p.scdn.co/mp3-preview/0256afd80bdd7526bd3fef65758db0c8e978b5a4?cid=0e18970867524f1fba6634279dd9e5b2,4z3ZZ4FdE8g8ZF5HWLtR9m,38,0.9229999999999999,0.488,0.31,129.005,0.0376,0.794,0.0687,-17.533,0.0717
1055,Kidnapping Stella,Michael Kamm,68bqsIINo5RFICYwbkChbb,Kidnapping Stella (Original Music from the Netflix Movie),spotify:album:0Ld1HAEYsP2wLJmxkRPmYi,KS_M01_MK180823,https://p.scdn.co/mp3-preview/12f554f5035849ea0786e8fc64fc48ed9fd5a755?cid=0e18970867524f1fba6634279dd9e5b2,2ByqDiNVC7J4QPyH0cSrzv,0,0.76,0.5329999999999999,0.158,113.01,0.0559,0.8859999999999999,0.0884,-27.355999999999998,0.0367
1057,I'll Sleep When I'm Dead,Simon Fisher-Turner,3rmHfhqEmC3pO89AMSP7Wt,I'll Sleep When I'm Dead,spotify:album:2maTZNhyGlsdOl8OqALeWl,Pt. One: Reba's Song / Spiderduo / What Are You Doing Here?,https://p.scdn.co/mp3-preview/dde481949d79a8af80f6ddce05568d336780230e?cid=0e18970867524f1fba6634279dd9e5b2,5YHuKywrZbDvOICzfJsZwB,0,0.833,0.335,0.254,111.932,0.0484,0.0635,0.11,-21.869,0.081
1065,Generation Iron 2,Jeff Rona,7EVrVA4VnT3DGeyIZjWLRZ,Generation Iron 2 (Original Motion Picture Soundtrack),spotify:album:6h30P0yOqndLmhu6ybVIX0,All It Takez,https://p.scdn.co/mp3-preview/39ed17c3b1a556d6176f641052969f7b251348dd?cid=0e18970867524f1fba6634279dd9e5b2,2x2MVpfbcXqTI072ZvlVSz,32,0.0102,0.529,0.623,180.071,0.743,0.000286,0.278,-10.022,0.386
1067,All the Devil's Men,Amory Leader,7000EmRO9nR8WUhl7nWw5l,All the Devil's Men (Original Motion Picture Soundtrack),spotify:album:7jebuuPnYBOaDiOc3Hpp9Z,TJD Securities,https://p.scdn.co/mp3-preview/fb63e83c18bb46d35abd30f69dd0fcdf719108da?cid=0e18970867524f1fba6634279dd9e5b2,0GyBywGkouR6jx6Kmnf6SP,2,0.5589999999999999,0.266,0.161,119.958,0.0304,0.9059999999999999,0.14300000000000002,-24.083000000000002,0.0438
1072,Thi Mai,Fernando Velazquez,2pElTJJ5D3ziEPyvZsW5eF,Thi Mai ”Rumbo a Vietnam” (Banda Sonora Original de la Película),spotify:album:1mljGii43iuBYTgUSuh9Qi,Elvira,https://p.scdn.co/mp3-preview/47c2fd1c30c313caffd06e2f27c6ea0ed5f7ba25?cid=0e18970867524f1fba6634279dd9e5b2,2j3JGUTlXiQzNavCkXcOFJ,1,0.7829999999999999,0.6970000000000001,0.621,128.08700000000002,0.675,0.7829999999999999,0.36700000000000005,-5.544,0.0316
1074,Monsters: Dark Continent,Neil Davidge,0mJoamO2s8QKkuKhTpJpPe,Monsters: Dark Continent,spotify:album:1bcRzB4M1sEqnx9MrQZ9CH,Dark Continent,https://p.scdn.co/mp3-preview/c2ce7d3399284ebbb865a09502b1555a91525da7?cid=0e18970867524f1fba6634279dd9e5b2,6LdRMyR58Xs5mpU10IYTdJ,4,0.00316,0.542,0.851,127.155,0.218,0.856,0.121,-8.833,0.0346
1075,Belief: The Possession of Janet Moses,Rhian Sheehan,0H1edn1doFZiHiu2INB2CT,Belief: The Possession of Janet Moses (Original Score),spotify:album:6zaq4nwu7LF2T1hUjbv2F5,Mother,https://p.scdn.co/mp3-preview/289ac7c35d65cbe7346a2959ecd5370d3adbed8e?cid=0e18970867524f1fba6634279dd9e5b2,37IexGi3KksWaXoS7pnd5P,40,0.9570000000000001,0.17800000000000002,0.0031,61.86600000000001,0.037000000000000005,0.909,0.0903,-30.736,0.037000000000000005
1077,Malicious,Jeff Cardoni,6z9vVCxeBfXZfS5FEzUnu0,Malicious (Original Motion Picture Soundtrack),spotify:album:3nyYbFVxOX1XGEidkS71PD,Malicious - Main Titles,https://p.scdn.co/mp3-preview/8ca44b3fe82e2e17bd9041ce305c805287acd8b3?cid=0e18970867524f1fba6634279dd9e5b2,18hOiZQGUZi7eedkrc0Z6j,0,0.597,0.0691,0.10099999999999999,76.717,0.0562,0.9420000000000001,0.0999,-22.11,0.0331
1082,Justine,Jerry Goldsmith,7t8q7ikEtcPNtoaKAm9Vu6,Justine (Original Soundtrack Recording),spotify:album:7AhFaU4nQiUUU5SYtH8Wj2,Justine,https://p.scdn.co/mp3-preview/fa0306535bee3452a03134390084a521c0fe79df?cid=0e18970867524f1fba6634279dd9e5b2,1TkJ30JxPV1DHx3xeyjhAk,3,0.774,0.22699999999999998,0.325,108.652,0.315,0.297,0.366,-14.727,0.0342
1083,Made in China,Quentin Sirjacq,3dnf5MC1UPGuedb4cAA1sn,Made in China (Bande originale du film),spotify:album:6frAig0tWMXSSx7lQWDyCE,Famille retrouvée - Version longue,https://p.scdn.co/mp3-preview/3bf65bfe528aa81c0f898f952ee91ef7f0b66dc4?cid=0e18970867524f1fba6634279dd9e5b2,4HceRyQGMLOqPLaJUrY3Nx,0,0.96,0.589,0.314,116.006,0.145,0.902,0.136,-12.013,0.0307
1086,The Search for Life in Space,Dale Cornelius,43Wv1kfTkqiNwYYa4kDR87,The Search for Life in Space (Original Motion Picture Soundtrack),spotify:album:5oFKRoKWSGJChR0UARXjSF,A Slack Key,https://p.scdn.co/mp3-preview/0f68b82d64738610370b7fe64c603f4425d6f623?cid=0e18970867524f1fba6634279dd9e5b2,4vjrTZWxXt087EqJj6v3zJ,11,0.879,0.365,0.2,122.20200000000001,0.22,0.9329999999999999,0.145,-14.694,0.0417
1091,Hide and Seek,John Ottman,6uhyakkTnWoxbEKn9pIc6V,Hide and Seek (Original Motion Picture Score),spotify:album:33HTmfpIFgY8KXFcP5I7YM,Hide & Seek (Emily's Theme),https://p.scdn.co/mp3-preview/a508e4f55173eacfb790822a99accd49192c48e6?cid=0e18970867524f1fba6634279dd9e5b2,4WrDZEEkqOKMhnsuHacRiW,13,0.927,0.14800000000000002,0.179,103.71700000000001,0.07400000000000001,0.639,0.27899999999999997,-17.17,0.0351
1092,Cabin Fever,Kevin Riepl,3KI5WbVoQx4UmqKi4dNqtM,Cabin Fever: Original Motion Picture Soundtrack,spotify:album:33jUztx7HYCwyYUv1JHfNY,The Clean-Up,https://p.scdn.co/mp3-preview/34e327e25d83b3183bf7986225dd72bdba34c246?cid=0e18970867524f1fba6634279dd9e5b2,7euZeerKOm9Aga1J3aIKXN,6,0.00266,0.522,0.759,74.986,0.245,0.846,0.0879,-10.635,0.0368
1093,Memory Games,John Piscitello,43t7v9t6SvLoKovl2YAZgD,Memory Games (Original Score),spotify:album:0P1Gv0Z6p1vbwUTHfyKqq6,Simonides,https://p.scdn.co/mp3-preview/a8f56ae9a309fd0c5e41684622216a3c7b1bb0b3?cid=0e18970867524f1fba6634279dd9e5b2,1FC190sNCqekJg8z0uLPZ4,0,0.857,0.738,0.321,166.013,0.48,0.836,0.115,-18.547,0.0566
1097,Dry Martina,Gabriel Chwojnik,328SoVTD0frnuER6ail17l,Dry Martina,spotify:album:4j6UHhC52oovzHxGwPnmyR,Te Vas,https://p.scdn.co/mp3-preview/9f95d817fd065f5a1eb59b8ddb8e3ab4b632d596?cid=0e18970867524f1fba6634279dd9e5b2,2uOSvDFjsLV7lGS4MlJFBm,10,0.677,0.662,0.39299999999999996,80.265,0.536,0.0,0.113,-11.15,0.0368
1102,Sparring,Olivia Merilahti,6i2umdD3q6XxXmqR8fRJuR,Sparring (Bande originale du film),spotify:album:1OBnVSMHC1rUGlYeVM1OoH,Only Ally,https://p.scdn.co/mp3-preview/7caa86999332131168bd648e77da8a3552b3c836?cid=0e18970867524f1fba6634279dd9e5b2,5uHpuvi0uk7CgGRvv24tgL,12,0.266,0.41700000000000004,0.58,124.885,0.198,0.0464,0.122,-11.694,0.0465
1109,Aliens Ate My Homework,Brandon Moore,7rebeugOVT6sYFXc4buaYR,Aliens Ate My Homework (Original Motion Picture Soundtrack),spotify:album:7mxdnKNGvzJSDaPqKeUyXC,Rod's Adventure Begins,https://p.scdn.co/mp3-preview/4f6797476c9deb17d0b021d5e581489f5f15f8d3?cid=0e18970867524f1fba6634279dd9e5b2,1MdtFp8FxBnqBVxSmIdDRS,0,0.97,0.231,0.0602,136.179,0.10400000000000001,0.894,0.07200000000000001,-19.034000000000002,0.0356
1116,Dark Light,Holly Amber Church,6ROBrOVYjW6rShl0bPx3RO,Dark Light: Original Motion Picture Soundtrack,spotify:album:6A1D2SVM1jlY7uwGJ2PPX7,Hide and Seethe,https://p.scdn.co/mp3-preview/49696e3cc7f5969de08fbecccb853b324a4f46f3?cid=0e18970867524f1fba6634279dd9e5b2,60iebKj4lcqslmbgm4R0vY,0,0.488,0.25,0.0441,61.527,0.033,0.915,0.207,-23.565,0.0336
1121,A Perfect Man,Jeff Cardoni,6z9vVCxeBfXZfS5FEzUnu0,A Perfect Man (Original Motion Picture Soundtrack),spotify:album:38EZtGvzQZA4QJIFKV2Uh6,For This Sin (feat. Jules Larson),https://p.scdn.co/mp3-preview/b1d433a8f920c50edc25949ffe57f8df8ae2e6d5?cid=0e18970867524f1fba6634279dd9e5b2,3UqTvVrKYHwKumSVKURPdM,8,0.0195,0.491,0.45899999999999996,80.039,0.106,0.48,0.0691,-9.763,0.0261
1124,The App,Michele Braga,6uJJAte3JwYBdmVdV1gKcq,The App (Original Motion Picture Soundtrack),spotify:album:48SDX6nD95GFC4VQXVYYdK,Mi Conosci Senza Conoscermi,,6VXlWUjZSg3woFcIcOcqFL,1,0.96,0.293,0.151,104.046,0.052000000000000005,0.9309999999999999,0.121,-16.266,0.0392
1126,Water,Mychael Danna,0x8J72N9ilqcIZbWEKB8T2,Water (Original Motion Picture Sounddtrack),spotify:album:7eV9XTMCIF7zjmI4USXeCt,Across The River,,5ixdIvRllrHksIXnLWryJO,29,0.992,0.0872,0.0782,73.626,0.0792,0.93,0.0771,-19.078,0.0431
1127,Backdraft 2,Randy Edelman,3shMd6Vll0mOcviQ3hrk8m,Backdraft 2 (Original Motion Picture Soundtrack),spotify:album:6aFINiIICCUmc5jHJJLHuZ,In a Hero’s Light,https://p.scdn.co/mp3-preview/d238e96a64bb9b783c2f27b708c8f19feb6d217a?cid=0e18970867524f1fba6634279dd9e5b2,1c3srHLfRpBwNsBqllkcWT,11,0.434,0.23600000000000002,0.588,130.586,0.46299999999999997,0.917,0.111,-12.392000000000001,0.037000000000000005
1130,Planetarium,Rob,3HVdAiMNjYrQIKlOGxoGh5,Planetarium (Original Picture Motion Soundtrack),spotify:album:4KNQm1oxhjhBZkHykSfkCU,Planetarium - Opening Theme,https://p.scdn.co/mp3-preview/f27afb92b9cc803e114c4adc1fc3ca4fda585592?cid=0e18970867524f1fba6634279dd9e5b2,5KiNKzrg2I0lvI7grRRQaU,1,0.951,0.1,0.18600000000000003,168.523,0.0677,0.8270000000000001,0.0965,-13.911,0.0378
1133,Cop and a Half: New Recruit,Ryan Shore,2FRBBR1hNQJsqAevgSDvRM,Cop and a Half: New Recruit (Original Motion Picture Soundtrack),spotify:album:5SGK50NFkBIGGEjiom5X8N,The Cyber-Bully,https://p.scdn.co/mp3-preview/a8a3560d0081e29f9c122f3e032484297b01918f?cid=0e18970867524f1fba6634279dd9e5b2,5TIpEqvsCnvzomyriVe2eS,0,0.667,0.462,0.313,154.041,0.185,0.5539999999999999,0.218,-20.209,0.0455
1135,I Am Vengeance,Greenhaus,1A2zTDBNQAtGRaHX9lISZ5,I Am Vengeance (Original Motion Picture Soundtrack),spotify:album:6eZZ4jg04BGUdFepbvWDJ3,Second Chance,https://p.scdn.co/mp3-preview/de7700acb135716db40162200b6f94d045a563c9?cid=0e18970867524f1fba6634279dd9e5b2,2xB4odPmkFcN7oPBH5n87b,0,0.23399999999999999,0.415,0.634,79.973,0.17300000000000001,0.693,0.125,-8.079,0.0321
1137,The Last Whistle,Logan Austin,4lB20QVoMtfnqYoWSaWfCH,The Last Whistle (Original Motion Picture Soundtrack),spotify:album:5NcHuvM1YHT6RGpi6Zqhd8,Til the Last Whistle Blows,https://p.scdn.co/mp3-preview/2da2a45c47313dabef99c502d42c09f841cc3e28?cid=0e18970867524f1fba6634279dd9e5b2,5ZHRBxbNSszMbv8s39CfkD,6,0.0626,0.525,0.815,90.009,0.5,3.97e-05,0.0982,-6.6579999999999995,0.0303
1138,Blessed Benefit,Andre Matthias,0SDSEUDEZ6MagkPt2azOuh,Blessed Benefit (Original Motion Picture Soundtrack),spotify:album:1fiE8A9YQMv9P2W3KvZHbe,Ahmad,https://p.scdn.co/mp3-preview/d12ed89cc05acd2639c561b737dd994997d7e89c?cid=0e18970867524f1fba6634279dd9e5b2,2XLoQ4YpBEkBlkmDCcH9HI,2,0.965,0.5770000000000001,0.0385,120.083,0.212,0.887,0.0895,-23.203000000000003,0.0689
1139,Thank You,Pritam Chakraborty,1wRPtKGflJrBx9BmLsSwlU,Thank You,spotify:album:3xO0FdyFQVLFDc7fCfnUPR,Pyaar Do Pyaar Lo,https://p.scdn.co/mp3-preview/a757f37628a69ab2c433a1e5ba5c155f5c169cca?cid=0e18970867524f1fba6634279dd9e5b2,436U9qhMOIoVeA7FJMWC5C,41,0.17300000000000001,0.604,0.932,136.311,0.316,0.0,0.0869,-3.9960000000000004,0.34
1140,Pickpockets,Alex Heffes,35eFG2HfFuoxcJYZwt80ZA,Pickpockets (Original Motion Picture Soundtrack),spotify:album:6o0ZeqEU61f4DlYI96A03l,Pickpockets,https://p.scdn.co/mp3-preview/b43f36dfc04ced9a2edb0c30ec916c9d904cd094?cid=0e18970867524f1fba6634279dd9e5b2,1F9xcShpfKz0pu81oxEo6Z,0,0.18600000000000003,0.546,0.6409999999999999,90.986,0.0528,0.9009999999999999,0.0669,-13.97,0.0373
1145,Surviving Christmas with the Relatives,Hugo de Chaire,0AB3vDEUKLma3xPWOCKu8g,Surviving Christmas with the Relatives (Original Motion Picture Soundtrack),spotify:album:0r8x1Xpub0JDoS21itd0H7,Vicky and Trent,https://p.scdn.co/mp3-preview/69b793a495f5abe6e33e1734c111c057177e5180?cid=0e18970867524f1fba6634279dd9e5b2,3zjv487bR9wSbqO2C3gDhC,5,0.9440000000000001,0.575,0.0276,108.09299999999999,0.198,0.0679,0.171,-26.224,0.0685
1147,Desolate,Nima Fakhrara,0xgLzYXTSX00BF1UpyXQpi,Desolate (Original Motion Picture Soundtrack),spotify:album:5fDWJiQpTcMfsObSNK9qX5,Opening,https://p.scdn.co/mp3-preview/43856f812dc3eaa6f053a42d893c3c62272eadda?cid=0e18970867524f1fba6634279dd9e5b2,3fBXjp3jIApjAJuwIJC1wC,1,0.795,0.52,0.505,72.304,0.039,0.867,0.109,-14.967,0.0761
1149,Robin Hood: The Rebellion,Greg Harwood,51nVUeUEfstCRD6OmtY9U4,Robin Hood: The Rebellion (Original Soundtrack),spotify:album:2IpeyA0WmatqT88oEIOvb7,A Reckless Thief,https://p.scdn.co/mp3-preview/1c75d1ac81b0d76723ec222d77418b44adda79df?cid=0e18970867524f1fba6634279dd9e5b2,2UTn7GjGXTaPi04wGEuB42,0,0.662,0.35600000000000004,0.345,80.008,0.11699999999999999,0.943,0.151,-18.581,0.0447
